key,text,status,cdn_status,bytes,needs_purge,reason,attempts,provider
"openai|nova|0.85||M: Why are you so tired, Lily?
W: I had to do the laundry, sweep the floor and wash the dishes today. My mom is sick.","M: Why are you so tired, Lily?
W: I had to do the laundry, sweep the floor and wash the dishes today. My mom is sick.",created,200,161280,no,,1,openai
"openai|nova|0.85||W: What were you doing when the earthquake happened?
M: I was cooking in the kitchen. It was so scary!","W: What were you doing when the earthquake happened?
M: I was cooking in the kitchen. It was so scary!",created,200,126720,no,,1,openai
"openai|nova|0.85||W: Tom, did you finish the math homework?
M: Not yet. It's really difficult. I'll ask Mr. Wang for help tomorrow.","W: Tom, did you finish the math homework?
M: Not yet. It's really difficult. I'll ask Mr. Wang for help tomorrow.",created,200,156000,no,,1,openai
"openai|nova|0.85||W: Have you seen the new Marvel movie yet?
M: Yes! I watched it last weekend with my friends. It was awesome.","W: Have you seen the new Marvel movie yet?
M: Yes! I watched it last weekend with my friends. It was awesome.",created,200,151200,no,,1,openai
"openai|nova|0.85||Welcome to our science talk. Today I will tell you about technology in the year 2035.

In 2035, robots will be everywhere. They will help us do housework. Cleaning robots, cooking robots, and even teaching robots will become common. Each home may have at least three robots.

Cars will be self-driving. We won't need drivers anymore. The first self-driving car came out in twenty twenty-three, but by 2035, ninety percent of cars will drive by themselves.

Schools will change a lot. Students will use VR glasses instead of textbooks. They can travel to ancient Rome or future Mars in their classrooms. This makes learning much more fun.

Doctors will use smart watches to check your health every minute. If something is wrong, the watch will call the hospital for you.

Of course, we still need humans to teach kindness, creativity, and love. Technology helps us, but humans are still the most important.","Welcome to our science talk. Today I will tell you about technology in the year 2035.

In 2035, robots will be everywhere. They will help us do housework. Cleaning robots, cooking robots, and even teaching robots will become common. Each home may have at least three robots.

Cars will be self-driving. We won't need drivers anymore. The first self-driving car came out in twenty twenty-three, but by 2035, ninety percent of cars will drive by themselves.

Schools will change a lot. Students will use VR glasses instead of textbooks. They can travel to ancient Rome or future Mars in their classrooms. This makes learning much more fun.

Doctors will use smart watches to check your health every minute. If something is wrong, the watch will call the hospital for you.

Of course, we still need humans to teach kindness, creativity, and love. Technology helps us, but humans are still the most important.",created,200,1359840,no,,1,openai
"openai|nova|0.85||M: Who is the funniest student in your class, Lily?
W: Definitely Tom. He always makes everyone laugh.","M: Who is the funniest student in your class, Lily?
W: Definitely Tom. He always makes everyone laugh.",created,200,136320,no,,1,openai
"openai|nova|0.85||M: Do you spend a lot of time on social media?
W: I try to limit it to one hour a day. Too much screen time isn't healthy.","M: Do you spend a lot of time on social media?
W: I try to limit it to one hour a day. Too much screen time isn't healthy.",created,200,172320,no,,1,openai
"openai|nova|0.85||M: I always argue with my parents lately.
W: Don't worry. It's a normal part of growing up.","M: I always argue with my parents lately.
W: Don't worry. It's a normal part of growing up.",created,200,120480,no,,1,openai
"openai|nova|0.85||W: I had a fight with my best friend yesterday.
M: You should apologize and talk it out.","W: I had a fight with my best friend yesterday.
M: You should apologize and talk it out.",created,200,122880,no,,1,openai
"openai|nova|0.85||M: How was the volunteer work at the nursing home?
W: Very meaningful. The elderly people had so many stories to share.","M: How was the volunteer work at the nursing home?
W: Very meaningful. The elderly people had so many stories to share.",created,200,171840,no,,1,openai
"openai|nova|0.85||Although the entrance exam is challenging, we are confident that hard work will pay off.","Although the entrance exam is challenging, we are confident that hard work will pay off.",created,200,110400,no,,1,openai
"openai|nova|0.85||M: What do you want to do in the future?
W: I want to become a teacher and help students learn.","M: What do you want to do in the future?
W: I want to become a teacher and help students learn.",created,200,120480,no,,1,openai
"openai|nova|0.85||M: Are you sad about leaving middle school soon?
W: A bit, but I'm also excited about the new chapter ahead.","M: Are you sad about leaving middle school soon?
W: A bit, but I'm also excited about the new chapter ahead.",created,200,150240,no,,1,openai
"openai|nova|0.85||Technology has made our lives easier, but we should not depend on it too much.","Technology has made our lives easier, but we should not depend on it too much.",created,200,113760,no,,1,openai
"openai|nova|0.85||M: My best friend is moving to another city next month.
W: I'm sorry to hear that. You can still keep in touch online.","M: My best friend is moving to another city next month.
W: I'm sorry to hear that. You can still keep in touch online.",created,200,160320,no,,1,openai
"openai|nova|0.85||The Internet has changed our lives in many ways. It allows us to learn anything, connect with people worldwide and shop without leaving home. Students can attend online classes and access educational videos. However, the Internet also brings risks. Cyber bullying, online scams and addiction to social media are growing problems. Spending too much time online can affect our health, sleep and real-life relationships. Therefore, we need to use the Internet wisely. Set time limits, verify information and remember that real friendships matter most.","The Internet has changed our lives in many ways. It allows us to learn anything, connect with people worldwide and shop without leaving home. Students can attend online classes and access educational videos. However, the Internet also brings risks. Cyber bullying, online scams and addiction to social media are growing problems. Spending too much time online can affect our health, sleep and real-life relationships. Therefore, we need to use the Internet wisely. Set time limits, verify information and remember that real friendships matter most.",created,200,793920,no,,1,openai
openai|nova|0.85||Chinese traditional culture has been passed down for thousands of years.,Chinese traditional culture has been passed down for thousands of years.,created,200,99360,no,,1,openai
"openai|nova|0.85||M: Have you ever won a prize, Lin?
W: Yes! I won first place in the school singing contest last month.","M: Have you ever won a prize, Lin?
W: Yes! I won first place in the school singing contest last month.",created,200,141600,no,,1,openai
"openai|nova|0.85||W: Do you enjoy watching soap operas, Tom?
M: Not really. I prefer watching news and sports.","W: Do you enjoy watching soap operas, Tom?
M: Not really. I prefer watching news and sports.",created,200,124320,no,,1,openai
"openai|nova|0.85||W: What do you want to be when you grow up, Mike?
M: I want to be a doctor like my mother. I want to help people.","W: What do you want to be when you grow up, Mike?
M: I want to be a doctor like my mother. I want to help people.",created,200,154560,no,,1,openai
"openai|nova|0.85||Hello, everyone. I want to tell you about my summer travel plan. My family and I are going to Yunnan this July. The trip will last for ten days.

We will fly to Kunming first. Kunming is the capital of Yunnan and is called the ""Spring City."" We will stay there for three days. We plan to visit Dianchi Lake and the Stone Forest.

Then we will take a train to Dali. Dali is famous for its old town and Erhai Lake. We will stay there for three days too. The most exciting thing is that we will rent bikes to ride around the lake.

After Dali, we will travel to Lijiang for the last four days. Lijiang has beautiful mountains and rivers. We hope to visit Yulong Snow Mountain and the old town. The temperature there is much cooler, so we need to bring warm clothes.

I am looking forward to this wonderful trip!","Hello, everyone. I want to tell you about my summer travel plan. My family and I are going to Yunnan this July. The trip will last for ten days.

We will fly to Kunming first. Kunming is the capital of Yunnan and is called the ""Spring City."" We will stay there for three days. We plan to visit Dianchi Lake and the Stone Forest.

Then we will take a train to Dali. Dali is famous for its old town and Erhai Lake. We will stay there for three days too. The most exciting thing is that we will rent bikes to ride around the lake.

After Dali, we will travel to Lijiang for the last four days. Lijiang has beautiful mountains and rivers. We hope to visit Yulong Snow Mountain and the old town. The temperature there is much cooler, so we need to bring warm clothes.

I am looking forward to this wonderful trip!",created,200,1155840,no,,1,openai
"openai|nova|0.85||W: Ben, you look stressed lately. Is everything OK?
M: I've been worried about the entrance exam. I can't sleep well.
W: That's tough. How long have you felt this way?
M: For about two months now. I study late every night.
W: You should talk to someone. Have you considered seeing the school counselor?
M: I haven't, but maybe I should.
W: Also, taking breaks and exercising can help reduce stress.
M: I'll try to add some exercise to my daily routine.
W: That's great. Remember, your health comes first.
M: Thanks for the advice, Sara. I really appreciate it.","W: Ben, you look stressed lately. Is everything OK?
M: I've been worried about the entrance exam. I can't sleep well.
W: That's tough. How long have you felt this way?
M: For about two months now. I study late every night.
W: You should talk to someone. Have you considered seeing the school counselor?
M: I haven't, but maybe I should.
W: Also, taking breaks and exercising can help reduce stress.
M: I'll try to add some exercise to my daily routine.
W: That's great. Remember, your health comes first.
M: Thanks for the advice, Sara. I really appreciate it.",created,200,768960,no,,1,openai
openai|nova|0.85||True friends will always support you through both good times and bad.,True friends will always support you through both good times and bad.,created,200,95520,no,,1,openai
"openai|nova|0.85||W: Hi Tom! How was your summer holiday?
M: It was amazing! My family and I went to Yunnan for two weeks.
W: Yunnan? That sounds wonderful. Where exactly did you go?
M: We visited Kunming, Dali, and Lijiang. Lijiang was my favorite — the old town is so beautiful at night.
W: How was the weather there?
M: Much cooler than Shanghai. We needed jackets in the evening, even in August.
W: Did you try any local food?
M: Yes! We had crossing-the-bridge noodles in Kunming. The soup was really hot but delicious.
W: I want to go there too. How long did it take to travel from city to city?
M: About 3-4 hours by bus. Yunnan is bigger than I thought. You should plan at least 10 days for a trip.","W: Hi Tom! How was your summer holiday?
M: It was amazing! My family and I went to Yunnan for two weeks.
W: Yunnan? That sounds wonderful. Where exactly did you go?
M: We visited Kunming, Dali, and Lijiang. Lijiang was my favorite — the old town is so beautiful at night.
W: How was the weather there?
M: Much cooler than Shanghai. We needed jackets in the evening, even in August.
W: Did you try any local food?
M: Yes! We had crossing-the-bridge noodles in Kunming. The soup was really hot but delicious.
W: I want to go there too. How long did it take to travel from city to city?
M: About 3-4 hours by bus. Yunnan is bigger than I thought. You should plan at least 10 days for a trip.",created,200,992160,no,,1,openai
"openai|nova|0.85||Reading is one of the best habits you can develop. It exercises your brain, expands your vocabulary and improves your imagination. Studies show that students who read for fun perform better in all subjects, not just language arts. Reading also reduces stress and helps you sleep better. To start a reading habit, find books that interest you. It doesn't matter if it's fiction, biography or magazines. The key is to read regularly. Even 15 minutes a day can make a big difference. So pick up a book today and start exploring new worlds.","Reading is one of the best habits you can develop. It exercises your brain, expands your vocabulary and improves your imagination. Studies show that students who read for fun perform better in all subjects, not just language arts. Reading also reduces stress and helps you sleep better. To start a reading habit, find books that interest you. It doesn't matter if it's fiction, biography or magazines. The key is to read regularly. Even 15 minutes a day can make a big difference. So pick up a book today and start exploring new worlds.",created,200,777120,no,,1,openai
"openai|nova|0.85||W: I'm going to an art exhibition this weekend. Want to come?
M: Sure, I love modern art.","W: I'm going to an art exhibition this weekend. Want to come?
M: Sure, I love modern art.",created,200,124800,no,,1,openai
"openai|nova|0.85||W: Should I go to the party tonight, Mike?
M: If you go, you'll have a great time. But if you stay home, you can finish your project.","W: Should I go to the party tonight, Mike?
M: If you go, you'll have a great time. But if you stay home, you can finish your project.",created,200,164160,no,,1,openai
"openai|nova|0.85||M: Lin, what are you going to do during the winter holiday?
W: I'm going to visit my grandma in the countryside. We'll stay there for a week.","M: Lin, what are you going to do during the winter holiday?
W: I'm going to visit my grandma in the countryside. We'll stay there for a week.",created,200,202560,no,,1,openai
"openai|nova|0.85||W: Tom, what happened to your phone screen? It's cracked!
M: I dropped it while I was running for the bus this morning.","W: Tom, what happened to your phone screen? It's cracked!
M: I dropped it while I was running for the bus this morning.",created,200,154080,no,,1,openai
"openai|nova|0.85||W: Tom, what are you doing this Saturday? Want to hang out?
M: Sure! What did you have in mind?
W: How about going to the new science museum? They have a special robot exhibit this month.
M: Sounds fun! What time should we meet?
W: Let's meet at 10 a.m. at the subway station. We can grab coffee on the way.
M: Perfect. Should we invite Lin too?
W: Good idea! She loves science. I'll send her a message.
M: After the museum, would you like to have lunch together?
W: Yes! There's a great Chinese restaurant nearby. They make amazing dumplings.
M: I love dumplings! What time does the museum close?
W: At 5 p.m. So we have plenty of time. Maybe we can also see a movie afterwards?
M: That sounds like a perfect Saturday!","W: Tom, what are you doing this Saturday? Want to hang out?
M: Sure! What did you have in mind?
W: How about going to the new science museum? They have a special robot exhibit this month.
M: Sounds fun! What time should we meet?
W: Let's meet at 10 a.m. at the subway station. We can grab coffee on the way.
M: Perfect. Should we invite Lin too?
W: Good idea! She loves science. I'll send her a message.
M: After the museum, would you like to have lunch together?
W: Yes! There's a great Chinese restaurant nearby. They make amazing dumplings.
M: I love dumplings! What time does the museum close?
W: At 5 p.m. So we have plenty of time. Maybe we can also see a movie afterwards?
M: That sounds like a perfect Saturday!",created,200,999360,no,,1,openai
"openai|nova|0.85||M: How much did you pay for that backpack?
W: It was 200 yuan, but I got 20% off.","M: How much did you pay for that backpack?
W: It was 200 yuan, but I got 20% off.",created,200,125760,no,,1,openai
"openai|nova|0.85||M: I'm going to buy a new phone this weekend.
W: Why? Your phone looks fine to me.","M: I'm going to buy a new phone this weekend.
W: Why? Your phone looks fine to me.",created,200,113760,no,,1,openai
"openai|nova|0.85||M: Sophie, where did you go on Saturday morning?
W: I joined a volunteer activity at the city library.
M: That sounds interesting. What did you do?
W: We organized a reading event for kids from 6 to 10 years old.
M: How many kids came?
W: About 25. We read stories and helped them with crafts.
M: Was it tiring?
W: A little, but very rewarding. The kids were so enthusiastic.
M: How did you get involved?
W: I signed up through the volunteer center website. They have many opportunities.
M: I'd like to try too. Can you send me the link?","M: Sophie, where did you go on Saturday morning?
W: I joined a volunteer activity at the city library.
M: That sounds interesting. What did you do?
W: We organized a reading event for kids from 6 to 10 years old.
M: How many kids came?
W: About 25. We read stories and helped them with crafts.
M: Was it tiring?
W: A little, but very rewarding. The kids were so enthusiastic.
M: How did you get involved?
W: I signed up through the volunteer center website. They have many opportunities.
M: I'd like to try too. Can you send me the link?",created,200,766560,no,,1,openai
"openai|nova|0.85||M: Lisa, I heard you spent last summer studying in Australia?
W: Yes, I attended an English summer camp in Sydney for 4 weeks.
M: How was it?
W: Eye-opening. We had classes in the morning and explored the city in the afternoons.
M: Did you make friends?
W: Yes, students from 10 different countries! I still chat with my Japanese roommate online.
M: What was the most challenging part?
W: Adjusting to the food and the time difference. But I learned to cook some Australian dishes.
M: Would you do it again?
W: Absolutely! It made me more independent and broadened my view of the world.","M: Lisa, I heard you spent last summer studying in Australia?
W: Yes, I attended an English summer camp in Sydney for 4 weeks.
M: How was it?
W: Eye-opening. We had classes in the morning and explored the city in the afternoons.
M: Did you make friends?
W: Yes, students from 10 different countries! I still chat with my Japanese roommate online.
M: What was the most challenging part?
W: Adjusting to the food and the time difference. But I learned to cook some Australian dishes.
M: Would you do it again?
W: Absolutely! It made me more independent and broadened my view of the world.",created,200,830880,no,,1,openai
"openai|nova|0.85||Global plastic production has reached 400 million tons annually. Only 9% gets recycled. Ocean plastic kills over 1 million seabirds each year. China has implemented strict bans on single-use plastics in major cities since 2020. By 2025, the country aims to reduce plastic waste by 50%.

【填空内容】
Global plastic production reaches _____ million tons annually. Only _____ percent gets recycled. _____ million seabirds die each year. By 2025, China aims to reduce plastic by _____ percent.","Global plastic production has reached 400 million tons annually. Only 9% gets recycled. Ocean plastic kills over 1 million seabirds each year. China has implemented strict bans on single-use plastics in major cities since 2020. By 2025, the country aims to reduce plastic waste by 50%.

【填空内容】
Global plastic production reaches _____ million tons annually. Only _____ percent gets recycled. _____ million seabirds die each year. By 2025, China aims to reduce plastic by _____ percent.",created,200,791040,no,,1,openai
"openai|nova|0.85||W: What are your plans for next year, Tom?
M: I'm going to work harder on math and join the school basketball team.","W: What are your plans for next year, Tom?
M: I'm going to work harder on math and join the school basketball team.",created,200,147840,no,,1,openai
"openai|nova|0.85||W: Do you want to come over for dinner tonight? I'm making dumplings.
M: Sounds great, but I have to study for tomorrow's test. Maybe next time?","W: Do you want to come over for dinner tonight? I'm making dumplings.
M: Sounds great, but I have to study for tomorrow's test. Maybe next time?",created,200,191520,no,,1,openai
"openai|nova|0.85||W: Jack, I heard our school is starting a recycling project. Are you joining?
M: Yes! I'm actually one of the organizers.
W: That's great. What does it involve?
M: We collect plastic bottles, paper and cans across the campus weekly.
W: How does the school benefit?
M: We sell them and use the money to plant trees on campus.
W: How many trees have you planted so far?
M: Over 50 in the past year. We aim for 100 by next summer.
W: Amazing! Can I help?
M: Definitely! We meet every Friday afternoon at 4.","W: Jack, I heard our school is starting a recycling project. Are you joining?
M: Yes! I'm actually one of the organizers.
W: That's great. What does it involve?
M: We collect plastic bottles, paper and cans across the campus weekly.
W: How does the school benefit?
M: We sell them and use the money to plant trees on campus.
W: How many trees have you planted so far?
M: Over 50 in the past year. We aim for 100 by next summer.
W: Amazing! Can I help?
M: Definitely! We meet every Friday afternoon at 4.",created,200,727200,no,,1,openai
"openai|nova|0.85||W: How will people travel in 50 years, do you think?
M: I think we'll have flying cars and travel to the moon for vacation.","W: How will people travel in 50 years, do you think?
M: I think we'll have flying cars and travel to the moon for vacation.",created,200,139200,no,,1,openai
"openai|nova|0.85||Online shopping has become extremely popular in recent years. People can buy almost anything with just a few clicks. The advantages are clear — it's convenient, prices are often lower and you can shop 24 hours a day. However, there are also disadvantages. You can't try clothes before buying. The product may look different in real life. Sometimes packages get lost or damaged. To shop safely online, read customer reviews carefully, compare prices on different websites, and only use trusted payment methods. Use online shopping wisely, and it can save you both time and money.","Online shopping has become extremely popular in recent years. People can buy almost anything with just a few clicks. The advantages are clear — it's convenient, prices are often lower and you can shop 24 hours a day. However, there are also disadvantages. You can't try clothes before buying. The product may look different in real life. Sometimes packages get lost or damaged. To shop safely online, read customer reviews carefully, compare prices on different websites, and only use trusted payment methods. Use online shopping wisely, and it can save you both time and money.",created,200,830400,no,,1,openai
"openai|nova|0.85||M: My dream is to travel around the world someday.
W: That sounds amazing! I hope to study abroad after graduation.","M: My dream is to travel around the world someday.
W: That sounds amazing! I hope to study abroad after graduation.",created,200,152160,no,,1,openai
"openai|nova|0.85||M: What's your favorite type of music?
W: I love classical music. It helps me focus when studying.","M: What's your favorite type of music?
W: I love classical music. It helps me focus when studying.",created,200,130080,no,,1,openai
"openai|nova|0.85||M: I had a fight with my best friend. What should I do?
W: You should apologize first. A real friendship is worth saving.","M: I had a fight with my best friend. What should I do?
W: You should apologize first. A real friendship is worth saving.",created,200,167520,no,,1,openai
"openai|nova|0.85||W: Did you finish the project on time?
M: Yes, but I had to stay up late for two nights.","W: Did you finish the project on time?
M: Yes, but I had to stay up late for two nights.",created,200,107520,no,,1,openai
"openai|nova|0.85||M: How many books do you read in a month?
W: Usually 3 to 4. Reading is my biggest hobby.","M: How many books do you read in a month?
W: Usually 3 to 4. Reading is my biggest hobby.",created,200,131520,no,,1,openai
"openai|nova|0.85||M: Are you celebrating Spring Festival traditionally this year?
W: Yes, but with some modern twists. We use video calls to connect with relatives abroad.
M: That's a nice mix. Do you still make dumplings together?
W: Of course! That's the highlight of our family celebration.
M: How many do you make?
W: Hundreds! We make different fillings — pork, vegetables, even seafood.
M: What about the New Year's Eve dinner?
W: We go to my grandmother's house. She prepares 12 dishes for good luck.
M: Why 12?
W: Each dish represents a month of the new year, full of good wishes.","M: Are you celebrating Spring Festival traditionally this year?
W: Yes, but with some modern twists. We use video calls to connect with relatives abroad.
M: That's a nice mix. Do you still make dumplings together?
W: Of course! That's the highlight of our family celebration.
M: How many do you make?
W: Hundreds! We make different fillings — pork, vegetables, even seafood.
M: What about the New Year's Eve dinner?
W: We go to my grandmother's house. She prepares 12 dishes for good luck.
M: Why 12?
W: Each dish represents a month of the new year, full of good wishes.",created,200,810240,no,,1,openai
"openai|nova|0.85||M: How was your trip to Yunnan, Mom?
W: Wonderful! The weather was perfect and the food was amazing.","M: How was your trip to Yunnan, Mom?
W: Wonderful! The weather was perfect and the food was amazing.",created,200,134880,no,,1,openai
"openai|nova|0.85||M: You look tired today. Did you sleep well?
W: Not really. I was preparing for the speech contest until midnight.","M: You look tired today. Did you sleep well?
W: Not really. I was preparing for the speech contest until midnight.",created,200,152160,no,,1,openai
"openai|nova|0.85||M: Lily, what do you want to be in the future?
W: I want to be a doctor. Specifically, a pediatrician.
M: Why pediatrics?
W: I love working with children. They're full of innocence and hope.
M: That requires many years of study.
W: Yes, about 8 years total — university plus residency.
M: That's a long path. What inspired you?
W: My younger brother had a serious illness when I was 10. The doctor saved his life.
M: That's a powerful experience.
W: Yes. From that moment, I knew I wanted to help children too.","M: Lily, what do you want to be in the future?
W: I want to be a doctor. Specifically, a pediatrician.
M: Why pediatrics?
W: I love working with children. They're full of innocence and hope.
M: That requires many years of study.
W: Yes, about 8 years total — university plus residency.
M: That's a long path. What inspired you?
W: My younger brother had a serious illness when I was 10. The doctor saved his life.
M: That's a powerful experience.
W: Yes. From that moment, I knew I wanted to help children too.",created,200,698880,no,,1,openai
"openai|nova|0.85||M: Do you help with the housework at home?
W: Yes, I always make my bed and sometimes cook dinner.","M: Do you help with the housework at home?
W: Yes, I always make my bed and sometimes cook dinner.",created,200,131040,no,,1,openai
"openai|nova|0.85||W: Tom! I heard you finished your first marathon last weekend! Congratulations!
M: Thank you! It was the hardest thing I've ever done.
W: How long was the race?
M: 42 kilometers. I never thought I could run that far.
W: How did you train?
M: I've been training for six months. I started with 5 km, then 10, 20, and finally up to 35.
W: Did you reach your goal time?
M: My goal was to finish in 5 hours. I actually finished in 4 hours and 45 minutes!
W: Wow, even better than your goal! How did you feel at the end?
M: Tired but very proud. My family came to cheer for me. My little sister was so excited.
W: What was the hardest part?
M: The last 5 km. My legs were so heavy. But the cheering crowd kept me going.
W: Will you do another one?
M: Definitely! I've already signed up for another race in October. I want to improve my time.
W: You're really inspiring, Tom. Maybe I should try running too.
M: You should! Start small. Anyone can train if they really want to.","W: Tom! I heard you finished your first marathon last weekend! Congratulations!
M: Thank you! It was the hardest thing I've ever done.
W: How long was the race?
M: 42 kilometers. I never thought I could run that far.
W: How did you train?
M: I've been training for six months. I started with 5 km, then 10, 20, and finally up to 35.
W: Did you reach your goal time?
M: My goal was to finish in 5 hours. I actually finished in 4 hours and 45 minutes!
W: Wow, even better than your goal! How did you feel at the end?
M: Tired but very proud. My family came to cheer for me. My little sister was so excited.
W: What was the hardest part?
M: The last 5 km. My legs were so heavy. But the cheering crowd kept me going.
W: Will you do another one?
M: Definitely! I've already signed up for another race in October. I want to improve my time.
W: You're really inspiring, Tom. Maybe I should try running too.
M: You should! Start small. Anyone can train if they really want to.",created,200,1408800,no,,1,openai
"openai|nova|0.85||We should never give up our dreams, no matter how difficult things get.","We should never give up our dreams, no matter how difficult things get.",created,200,96480,no,,1,openai
"openai|nova|0.85||M: Reading is my favorite hobby. What about you?
W: I love painting. It's relaxing after a long day.","M: Reading is my favorite hobby. What about you?
W: I love painting. It's relaxing after a long day.",created,200,134880,no,,1,openai
"openai|nova|0.85||W: Do you think robots will replace teachers in the future?
M: No, I don't think so. Teachers are too important to be replaced.","W: Do you think robots will replace teachers in the future?
M: No, I don't think so. Teachers are too important to be replaced.",created,200,174240,no,,1,openai
"openai|nova|0.85||Attention please, students! This is an important announcement from our school volunteer club.

Next Sunday, March twelfth, we are going to hold a tree planting activity. We need fifty student volunteers from Grade Eight to help.

The activity will be held in Green Mountain Park. We will meet at the school gate at seven thirty in the morning. The school bus will take us to the park.

Each volunteer will get a free T-shirt and a bag of tools. You only need to bring water, a hat, and gloves.

Our goal is to plant two hundred small trees. Last year we only planted one hundred and fifty, so we need everyone's help. After the work, we will have a small picnic together.

To sign up, please write your name and class on the list outside the teacher's office before this Friday. Help us make our city greener!","Attention please, students! This is an important announcement from our school volunteer club.

Next Sunday, March twelfth, we are going to hold a tree planting activity. We need fifty student volunteers from Grade Eight to help.

The activity will be held in Green Mountain Park. We will meet at the school gate at seven thirty in the morning. The school bus will take us to the park.

Each volunteer will get a free T-shirt and a bag of tools. You only need to bring water, a hat, and gloves.

Our goal is to plant two hundred small trees. Last year we only planted one hundred and fifty, so we need everyone's help. After the work, we will have a small picnic together.

To sign up, please write your name and class on the list outside the teacher's office before this Friday. Help us make our city greener!",created,200,1170240,no,,1,openai
"openai|nova|0.85||When I grow up, I want to be a doctor. Doctors help sick people get better. To be a good doctor, I need to study hard, especially science. I also need to be patient and kind. I know it's not easy, but I will try my best.","When I grow up, I want to be a doctor. Doctors help sick people get better. To be a good doctor, I need to study hard, especially science. I also need to be patient and kind. I know it's not easy, but I will try my best.",created,200,305760,no,,1,openai
"openai|nova|0.85||Hangzhou has changed dramatically in the past 20 years. The population has grown from 6 million to over 12 million. The subway system has expanded from 2 lines to 11 lines. The city now has more than 50 high-tech parks. Hangzhou hosted the G20 summit in 2016 and the Asian Games in 2023, putting it on the world stage.

【填空内容】
Hangzhou's population has grown from _____ million to over 12 million. The subway has _____ lines now. There are more than _____ high-tech parks. The city hosted the Asian Games in _____.","Hangzhou has changed dramatically in the past 20 years. The population has grown from 6 million to over 12 million. The subway system has expanded from 2 lines to 11 lines. The city now has more than 50 high-tech parks. Hangzhou hosted the G20 summit in 2016 and the Asian Games in 2023, putting it on the world stage.

【填空内容】
Hangzhou's population has grown from _____ million to over 12 million. The subway has _____ lines now. There are more than _____ high-tech parks. The city hosted the Asian Games in _____.",created,200,858240,no,,1,openai
"openai|nova|0.85||M: What shall we do this Saturday?
W: How about going hiking? The weather forecast says it will be sunny.","M: What shall we do this Saturday?
W: How about going hiking? The weather forecast says it will be sunny.",created,200,143520,no,,1,openai
"openai|nova|0.85||A recent study found that teenagers spend an average of 5 hours a day on screens. About 40% of them feel anxious about social media. Sleep quality has decreased significantly — only 60% of teens sleep more than 7 hours per night. Experts recommend limiting screen time and increasing outdoor activities.

【填空内容】
Teenagers spend _____ hours per day on screens. _____ percent feel anxious about social media. Only _____ percent sleep more than 7 hours. Experts recommend more _____ activities.","A recent study found that teenagers spend an average of 5 hours a day on screens. About 40% of them feel anxious about social media. Sleep quality has decreased significantly — only 60% of teens sleep more than 7 hours per night. Experts recommend limiting screen time and increasing outdoor activities.

【填空内容】
Teenagers spend _____ hours per day on screens. _____ percent feel anxious about social media. Only _____ percent sleep more than 7 hours. Experts recommend more _____ activities.",created,200,761280,no,,1,openai
"openai|nova|0.85||M: Did you have a good summer holiday, Lily?
W: Yes, I went to Sanya with my family. The beach was so beautiful!","M: Did you have a good summer holiday, Lily?
W: Yes, I went to Sanya with my family. The beach was so beautiful!",created,200,156960,no,,1,openai
"openai|nova|0.85||W: Have you tried using AI tools to help with study?
M: Yes, I use them to check grammar in my English essays.
W: Aren't you worried they might give wrong answers?
M: That's why I always double-check with my teacher.
W: Smart approach. What other tools do you use?
M: I use online dictionaries and language exchange apps.
W: How do they help you?
M: I practice English with native speakers from different countries.
W: That sounds interesting. Where do you find them?
M: There's an app where students from around the world can practice languages together.","W: Have you tried using AI tools to help with study?
M: Yes, I use them to check grammar in my English essays.
W: Aren't you worried they might give wrong answers?
M: That's why I always double-check with my teacher.
W: Smart approach. What other tools do you use?
M: I use online dictionaries and language exchange apps.
W: How do they help you?
M: I practice English with native speakers from different countries.
W: That sounds interesting. Where do you find them?
M: There's an app where students from around the world can practice languages together.",created,200,793440,no,,1,openai
"openai|nova|0.85||M: How do you feel about online learning?
W: It's convenient, but I miss interacting with classmates in person.","M: How do you feel about online learning?
W: It's convenient, but I miss interacting with classmates in person.",created,200,151680,no,,1,openai
"openai|nova|0.85||W: Tony, you've lost weight! What's your secret?
M: I started a fitness program 3 months ago.
W: Tell me about it!
M: I exercise for 1 hour daily — running, swimming and weight training.
W: What about your diet?
M: I cut down on sugar and fried food. I eat more fruits, vegetables and lean protein.
W: Is it hard to maintain?
M: At first, yes. But after 2 months, it became natural.
W: How much weight have you lost?
M: About 8 kilograms. But more importantly, I feel much stronger and more energetic.","W: Tony, you've lost weight! What's your secret?
M: I started a fitness program 3 months ago.
W: Tell me about it!
M: I exercise for 1 hour daily — running, swimming and weight training.
W: What about your diet?
M: I cut down on sugar and fried food. I eat more fruits, vegetables and lean protein.
W: Is it hard to maintain?
M: At first, yes. But after 2 months, it became natural.
W: How much weight have you lost?
M: About 8 kilograms. But more importantly, I feel much stronger and more energetic.",created,200,714240,no,,1,openai
