word_id,book,unit,word,gloss,printed_page,pdf_page
W0448,primary_5B,Unit 2,go on a picnic,去野餐,18,23
W0449,primary_5B,Unit 1,go shopping,去买东西；购物,8,13
W0450,primary_5B,Unit 2,go swimming,去游泳,18,23
W0451,primary_5B,Unit 2,good job,做得好,17,22
W0452,primary_5B,Unit 1,have … class,上……课,5,10
W0453,primary_5B,Unit 6,have a look,看一看,63,68
W0454,primary_5B,Unit 6,having … class,（正在）上……课,59,64
W0455,primary_5B,Unit 5,hers,她的,49,54
W0456,primary_5B,Unit 5,his,他的,49,54
W0457,primary_5B,Unit 1,island,岛,9,14
W0458,primary_5B,Unit 6,its,（指事物、动物或幼儿） 它的；他的；她的,58,63
W0459,primary_5B,Unit 3,January,一月,25,30
W0460,primary_5B,Unit 3,July,七月,28,33
W0461,primary_5B,Unit 5,jumping,（jump 的-ing形式）（正在）跳,52,57
W0462,primary_5B,Unit 3,June,六月,25,30
W0463,primary_5B,Unit 6,keep,保持某种状态,62,67
W0464,primary_5B,Unit 6,keep to the right,靠右,62,67
W0465,primary_5B,Unit 6,keep your desk clean,保持你 的课桌干净,62,67
W0466,primary_5B,Unit 4,kitten,小猫,43,48
W0467,primary_5B,Unit 1,last,上一个的；刚过去的,7,12
W0468,primary_5B,Unit 1,late,晚；迟,4,9
W0469,primary_5B,Unit 2,leaf,叶子 （复数 leaves ）,19,24
W0470,primary_5B,Unit 1,letter,信,9,14
W0471,primary_5B,Unit 5,like,像……那样,53,58
W0472,primary_5B,Unit 6,listening to music,（正在） 听音乐,59,64
W0473,primary_5B,Unit 1,live,居住,9,14
W0474,primary_5B,Unit 3,plant,种植,25,30
W0475,primary_5B,Unit 2,lovely,可爱的；美丽的,19,24
W0476,primary_5B,Unit 1,play,戏剧；剧本,9,14
W0477,primary_5B,Unit 2,playing,（play的-ing形式） make a snowman 堆雪人,18,23
W0478,primary_5B,Unit 1,play sports,进行体育运动,5,10
W0479,primary_5B,Unit 3,March,三月,25,30
W0480,primary_5B,Unit 1,p.m.,午后；下午,5,10
W0481,primary_5B,Unit 3,May,五月,25,30
W0482,primary_5B,Unit 3,meet,集会；开会,24,29
W0483,primary_5B,Unit 6,reading a book,（正在）看书,59,64
W0484,primary_5B,Unit 5,mine,我的,49,54
W0485,primary_5B,Unit 3,riddle,谜；谜语,29,34
W0486,primary_5B,Unit 3,national,国家的,28,33
W0487,primary_5B,Unit 3,RSVP,（尤用于请柬）请赐复,29,34
W0488,primary_5B,Unit 6,say,说；讲,63,68
W0489,primary_5B,Unit 3,National Day,国庆日,28,33
W0490,primary_5B,Unit 1,need,需要,7,12
W0491,primary_5B,Unit 2,season,季节,15,20
W0492,primary_5B,Unit 4,noise,声音；响声；噪音,43,48
W0493,primary_5B,Unit 3,November,十一月,28,33
W0494,primary_5B,Unit 4,second (2nd,第二（的）,39,44
W0495,primary_5B,Unit 3,September,九月,28,33
W0496,primary_5B,Unit 3,October,十月,28,33
W0497,primary_5B,Unit 4,show,"展览；给人看 , p.61",38,43
W0498,primary_5B,Unit 4,sleeping,（sleep open 开着的,43,48
W0499,primary_5B,Unit 2,snow,雪,14,19
W0500,primary_5B,Unit 4,other,其他,38,43
W0501,primary_5B,Unit 2,snowman,雪人,18,23
W0502,primary_5B,Unit 5,ours,我们的,49,54
W0503,primary_5B,Unit 1,sound,听起来好像,7,12
W0504,primary_5B,Unit 2,paint,用颜料绘画,19,24
W0505,primary_5B,Unit 1,Spain,西班牙,4,9
W0506,primary_5B,Unit 6,Spanish,西班牙的,63,68
W0507,primary_5B,Unit 2,pick,摘；采集,18,23
W0508,primary_5B,Unit 4,special,特殊的；特别的,38,43
W0509,primary_5B,Unit 2,pick apples,摘苹果,18,23
W0510,primary_5B,Unit 3,sports meet,运动会,24,29
W0511,primary_5B,Unit 2,picnic,野餐,18,23
W0512,primary_5B,Unit 2,spring,春天,15,20
W0513,primary_5B,Unit 1,start,开始,4,9
W0514,primary_5B,Unit 2,pink,粉色；粉色的,19,24
W0515,primary_5B,Unit 4,still,仍然；依旧；还是,43,48
W0516,primary_5B,Unit 2,summer,夏天,15,20
W0517,primary_5B,Unit 6,sure,（表示同意）当然,63,68
W0518,primary_5B,Unit 6,sushi,寿司,63,68
W0519,primary_5B,Unit 1,take,学习；上（课）,8,13
W0520,primary_5B,Unit 1,take a dancing class,上舞蹈课,8,13
W0521,primary_5B,Unit 6,take turns,按顺序来,62,67
W0522,primary_5B,Unit 6,talk quietly,小声讲话,62,67
W0523,primary_5B,Unit 6,teach,教,63,68
W0524,primary_5B,Unit 3,Thanksgiving,感恩节,28,33
W0525,primary_5B,Unit 3,the Great Wall,长城,27,32
W0526,primary_5B,Unit 5,theirs,他们的；她们的； 它们的,49,54
W0527,primary_5B,Unit 3,thing,事情,24,29
W0528,primary_5B,Unit 4,third (3rd,第三（的 ）,39,44
W0529,primary_5B,Unit 4,thirtieth (30th,第三十（的）,42,47
W0530,primary_5B,Unit 3,trip,旅行,24,29
W0531,primary_5B,Unit 6,turn,顺序,62,67
W0532,primary_5B,Unit 4,twelfth (12th,第十二（的）,42,47
W0533,primary_5B,Unit 4,twentieth (20th,第二十（的）,42,47
W0534,primary_5B,Unit 4,twenty-first (21st,第二十一（的）,42,47
W0535,primary_5B,Unit 4,twenty-third (23rd,第二十三（的）,42,47
W0536,primary_5B,Unit 1,usually,通常地；惯常地,4,9
W0537,primary_5B,Unit 2,vacation,假期,17,22
W0538,primary_5B,Unit 4,walk,行走,43,48
W0539,primary_5B,Unit 1,when,什么时候；何时,4,9
W0540,primary_5B,Unit 2,which,哪一个,14,19
W0541,primary_5B,Unit 1,why,为什么,7,12
W0542,primary_5B,Unit 1,win,获胜,9,14
W0543,primary_5B,Unit 2,winter,冬天,15,20
W0544,primary_5B,Unit 1,work,工作,7,12
W0545,primary_5B,Unit 3,year,年,25,30
W0546,primary_5B,Unit 5,yours,你（们）的,49,54
W0547,primary_6A,Unit 6,afraid,害怕,59,64
W0548,primary_6A,Unit 2,Alaska,阿拉斯加州（美国 州名）,18,23
W0549,primary_6A,Unit 4,amazing,令人惊奇的,40,45
W0550,primary_6A,Unit 6,angry,生气的,59,64
W0551,primary_6A,Unit 6,ant,蚂蚁,62,67
W0552,primary_6A,Unit 1,ask,问,4,9
W0553,primary_6A,Unit 2,attention,注意,16,21
W0554,primary_6A,Unit 6,bad,邪恶的；坏的,58,63
W0555,primary_6A,Unit 1,BDS,北斗卫星导航系统,8,13
W0556,primary_6A,Unit 1,bookstore,书店,5,10
W0557,primary_6A,Unit 6,breath,呼吸,61,66
W0558,primary_6A,Unit 2,bus,公共汽车,15,20
W0559,primary_6A,Unit 5,businessman,商人； 企业家,49,54
W0560,primary_6A,Unit 2,by,（表示方式）乘,15,20
W0561,primary_6A,Unit 4,Canberra,堪培拉（澳 大利亚首都）,40,45
W0562,primary_6A,Unit 6,chase,追赶,58,63
W0563,primary_6A,Unit 1,cinema,电影院,5,10
W0564,primary_6A,Unit 4,club,俱乐部,42,47
W0565,primary_6A,Unit 5,coach,教练,51,56
W0566,primary_6A,Unit 3,comic,滑稽的,27,32
W0567,primary_6A,Unit 3,comic book,（儿童的）连环画册,27,32
W0568,primary_6A,Unit 6,count,数数,61,66
W0569,primary_6A,Unit 6,count to ten,数到十,61,66
W0570,primary_6A,Unit 5,country,国家,48,53
W0571,primary_6A,Unit 1,crossing,十字路口,7,12
W0572,primary_6A,Unit 6,deep,深的,61,66
W0573,primary_6A,Unit 3,dictionary,词典,27,32
W0574,primary_6A,Unit 2,down,减少；降低,17,22
W0575,primary_6A,Unit 2,early,早到的,14,19
W0576,primary_6A,Unit 3,evening,晚上；傍晚,25,30
W0577,primary_6A,Unit 6,everyone,每人,62,67
W0578,primary_6A,Unit 5,factory,工厂,49,54
W0579,primary_6A,Unit 1,far,远的,8,13
W0580,primary_6A,Unit 2,fast,快,18,23
W0581,primary_6A,Unit 1,feature,特点,8,13
W0582,primary_6A,Unit 6,feel,觉得；感到,60,65
W0583,primary_6A,Unit 2,ferry,轮渡,18,23
W0584,primary_6A,Unit 3,film,电影,25,30
W0585,primary_6A,Unit 5,fisherman,渔民,51,56
W0586,primary_6A,Unit 1,follow,跟着,8,13
W0587,primary_6A,Unit 1,gave,（give 的过去式） 提供；交给,8,13
W0588,primary_6A,Unit 2,Germany,德国,18,23
W0589,primary_6A,Unit 1,get,到达,6,11
W0590,primary_6A,Unit 3,get together,聚会,28,33
W0591,primary_6A,Unit 4,goal,射门 grass 草坪 p.62,42,47
W0592,primary_6A,Unit 5,gym,体育馆,52,57
W0593,primary_6A,Unit 3,half,一半,26,31
W0594,primary_6A,Unit 6,happy,高兴的,59,64
W0595,primary_6A,Unit 5,head teacher,校长,48,53
W0596,primary_6A,Unit 6,hear,听见,62,67
W0597,primary_6A,Unit 2,helmet,头盔,16,21
W0598,primary_6A,Unit 4,hiking,远足,41,46
W0599,primary_6A,Unit 4,hobby,业余爱好,38,43
W0600,primary_6A,Unit 1,hospital,医院,5,10
W0601,primary_6A,Unit 6,hurt,（使）受伤,58,63
W0602,primary_6A,Unit 4,idea,想法；主意,38,43
W0603,primary_6A,Unit 5,if,如果,52,57
W0604,primary_6A,Unit 6,ill,有病；不舒服,59,64
W0605,primary_6A,Unit 1,interesting,有趣的,6,11
W0606,primary_6A,Unit 1,Italian,意大利的,6,11
W0607,primary_6A,Unit 4,jasmine,茉莉,38,43
W0608,primary_6A,Unit 4,join,加入,42,47
W0609,primary_6A,Unit 1,left,左,7,12
W0610,primary_6A,Unit 3,lesson,课,24,29
W0611,primary_6A,Unit 6,mice,（mouse 的复数） 老鼠,58,63
W0612,primary_6A,Unit 3,Mid-Autumn Festival,中秋节,28,33
W0613,primary_6A,Unit 3,moon,月亮,28,33
W0614,primary_6A,Unit 3,mooncake,月饼,28,33
W0615,primary_6A,Unit 6,more,更多的,61,66
W0616,primary_6A,Unit 2,Mrs,夫人,14,19
W0617,primary_6A,Unit 6,mud,泥,62,67
W0618,primary_6A,Unit 2,Munich,慕尼黑（德国 城市）,18,23
W0619,primary_6A,Unit 1,museum,博物馆,5,10
W0620,primary_6A,Unit 2,must,必须,16,21
W0621,primary_6A,Unit 3,next week,下周,25,30
W0622,primary_6A,Unit 2,on foot,步行,15,20
W0623,primary_6A,Unit 2,Papa Westray,帕帕韦斯特雷岛,18,23
W0624,primary_6A,Unit 2,pay attention to,注意,16,21
W0625,primary_6A,Unit 4,shall,表示征求意见,42,47
W0626,primary_6A,Unit 4,pen pal,笔友 pilot 飞行员 p.51,38,43
W0627,primary_6A,Unit 4,share,分享,42,47
W0628,primary_6A,Unit 2,ship,（大）船,15,20
W0629,primary_6A,Unit 1,pizza,比萨饼,6,11
W0630,primary_6A,Unit 6,should,应该,60,65
W0631,primary_6A,Unit 2,plane,飞机,15,20
W0632,primary_6A,Unit 3,sir,（对男子的礼貌称呼） poem 诗,28,33
W0633,primary_6A,Unit 6,police officer sit,坐,62,67
W0634,primary_6A,Unit 2,sled,雪橇 slow （使）放慢速度；慢的 p.17,18,23
W0635,primary_6A,Unit 3,postcard,明信片,27,32
W0636,primary_6A,Unit 5,postman,邮递员,49,54
W0637,primary_6A,Unit 2,slow down,慢下来,17,22
W0638,primary_6A,Unit 1,post office,邮局,5,10
W0639,primary_6A,Unit 3,space,太空,26,31
W0640,primary_6A,Unit 3,price,价格,26,31
W0641,primary_6A,Unit 5,stay,保持,50,55
W0642,primary_6A,Unit 6,pull,拉；拽,62,67
W0643,primary_6A,Unit 2,stop,停下,17,22
W0644,primary_6A,Unit 4,puzzle,谜,41,46
W0645,primary_6A,Unit 1,straight,笔直地,7,12
W0646,primary_6A,Unit 1,street,大街；街道,6,11
W0647,primary_6A,Unit 5,quickly,迅速地,52,57
W0648,primary_6A,Unit 6,stuck,陷住；无法移动,62,67
W0649,primary_6A,Unit 4,studies,（study 的第三 人称单数形式）学习,41,46
W0650,primary_6A,Unit 5,reporter,记者,52,57
W0651,primary_6A,Unit 2,subway,地铁,15,20
W0652,primary_6A,Unit 3,supermarket,超市,25,30
W0653,primary_6A,Unit 1,restaurant,餐馆,6,11
W0654,primary_6A,Unit 1,right,右,7,12
W0655,primary_6A,Unit 6,take a deep breath sad,难过的,59,64
W0656,primary_6A,Unit 3,take a trip,去旅行,25,30
W0657,primary_6A,Unit 1,science,科学,5,10
W0658,primary_6A,Unit 2,taxi,出租汽车,15,20
W0659,primary_6A,Unit 5,scientist,科学家,51,56
W0660,primary_6A,Unit 1,tell,告诉,8,13
W0661,primary_6A,Unit 2,Scotland,苏格兰,18,23
W0662,primary_6A,Unit 3,together,一起,28,33
W0663,primary_6A,Unit 5,sea,大海,50,55
W0664,primary_6A,Unit 3,tomorrow,明天,25,30
W0665,primary_6A,Unit 5,secretary,秘书,52,57
W0666,primary_6A,Unit 3,tonight,在今晚,25,30
W0667,primary_6A,Unit 6,see a doctor,看病,61,66
W0668,primary_6A,Unit 2,traffic,交通,16,21
W0669,primary_6A,Unit 3,see a film,看电影,25,30
W0670,primary_6A,Unit 2,traffic lights,交通信号灯,16,21
W0671,primary_6A,Unit 2,train,火车,15,20
W0672,primary_6A,Unit 3,travel,（尤指长途）旅行,26,31
W0673,primary_6A,Unit 3,trip,旅行,25,30
W0674,primary_6A,Unit 1,turn,转弯,7,12
W0675,primary_6A,Unit 5,type,打字,52,57
W0676,primary_6A,Unit 5,university,大学,51,56
W0677,primary_6A,Unit 5,use,使用,52,57
W0678,primary_6A,Unit 3,visit,拜访,25,30
W0679,primary_6A,Unit 6,wear,穿；戴 well 健康；身体好,60,65
W0680,primary_6A,Unit 3,word,单词,27,32
W0681,primary_6A,Unit 3,word book,单词书,27,32
W0682,primary_6A,Unit 5,worker,工人,49,54
W0683,primary_6A,Unit 6,worried,担心的；发愁的,59,64
W0684,primary_6A,Unit 6,worry,担心；担忧,62,67
W0685,primary_6A,Unit 6,wrong,有毛病,60,65
W0686,primary_6B,Unit 4,active,积极的；活跃的,36,41
W0687,primary_6B,Unit 4,ago,以前,35,40
W0688,primary_6B,Unit 3,ate,（eat 的过去式）吃,27,32
W0689,primary_6B,Unit 4,badminton,羽毛球运动,37,42
W0690,primary_6B,Unit 3,basket,篮；筐,28,33
W0691,primary_6B,Unit 3,beach,海滩；沙滩,26,31
W0692,primary_6B,Unit 1,become,开始变得；变成,8,13
W0693,primary_6B,Unit 2,before,在⋯⋯之前,17,22
W0694,primary_6B,Unit 2,better,（well 的比较级） 更好的,16,21
W0695,primary_6B,Unit 1,bigger,（big 的比较级） 更大的,7,12
W0696,primary_6B,Unit 1,both,两个都,4,9
W0697,primary_6B,Unit 3,bought,（buy 的过去式）买,27,32
W0698,primary_6B,Unit 2,broken,破损的,18,23
W0699,primary_6B,Unit 3,camp,野营,25,30
W0700,primary_6B,Unit 4,cheetah,猎豹,38,43
W0701,primary_6B,Unit 2,cleaned,（clean 的过去式） 打扫,15,20
W0702,primary_6B,Unit 3,could,（can 的过去式） 能,24,29
W0703,primary_6B,Unit 1,countryside,乡村,8,13
W0704,primary_6B,Unit 4,cycling,骑自行车运动 （或活动）,37,42
W0705,primary_6B,Unit 4,different,不同的,36,41
W0706,primary_6B,Unit 4,dining hall,饭厅,35,40
W0707,primary_6B,Unit 1,dinosaur,恐龙,4,9
W0708,primary_6B,Unit 2,drank,（drink 的过去式） 喝,14,19
W0709,primary_6B,Unit 4,dream,梦,38,43
W0710,primary_6B,Unit 4,easy,容易的,34,39
W0711,primary_6B,Unit 2,enjoy,享受⋯⋯乐趣； 喜爱,18,23
W0712,primary_6B,Unit 2,faster,（fast 的比较级） 更快的,16,21
W0713,primary_6B,Unit 3,fell,（fall的过去式）摔倒,24,29
W0714,primary_6B,Unit 4,felt,（feel 的过去式）感觉,38,43
W0715,primary_6B,Unit 3,fish,钓鱼；捕鱼,25,30
W0716,primary_6B,Unit 2,fixed,（fix 的过去式） 修理,18,23
W0717,primary_6B,Unit 3,gift,礼物,27,32
W0718,primary_6B,Unit 4,go cycling,去骑自行车,37,42
W0719,primary_6B,Unit 4,grass,草坪,35,40
W0720,primary_6B,Unit 4,gym,体育馆,35,40
W0721,primary_6B,Unit 2,had,（have 的过去式） 患病；得病,17,22
W0722,primary_6B,Unit 2,had a cold,感冒,17,22
W0723,primary_6B,Unit 1,hall,大厅,4,9
W0724,primary_6B,Unit 1,heavier,（heavy 的比较级）更重的,7,12
W0725,primary_6B,Unit 2,hotel,旅馆,18,23
W0726,primary_6B,Unit 3,hurt,（hurt 的过去式） （使）受伤,25,30
W0727,primary_6B,Unit 4,ice-skate,滑冰,37,42
W0728,primary_6B,Unit 4,Internet,互联网,34,39
W0729,primary_6B,Unit 1,kilogram,千克；公斤,6,11
W0730,primary_6B,Unit 3,Labour Day,劳动节,24,29
W0731,primary_6B,Unit 2,lamp,台灯,18,23
W0732,primary_6B,Unit 2,last,最近的；上一个的,17,22
W0733,primary_6B,Unit 3,laughed,（laugh 的 过去式）笑,28,33
W0734,primary_6B,Unit 3,licked,（lick 的过去式） 舔,28,33
W0735,primary_6B,Unit 1,longer,（long 的比较级） 更长的,5,10
W0736,primary_6B,Unit 4,look up,（在词典中或通过电脑） 查阅,34,39
W0737,primary_6B,Unit 2,loud,喧闹的；大声的,18,23
W0738,primary_6B,Unit 1,lower,（low 的比较级） 更低地,8,13
W0739,primary_6B,Unit 2,magazine,杂志,16,21
W0740,primary_6B,Unit 1,metre,米（美式英语： meter ）,4,9
W0741,primary_6B,Unit 3,mule,骡子,24,29
W0742,primary_6B,Unit 4,nothing,没有什么,38,43
W0743,primary_6B,Unit 3,off,从（某处）落下,24,29
W0744,primary_6B,Unit 1,older,（old 的比较级） 更年长的,5,10
W0745,primary_6B,Unit 3,part,角色,28,33
W0746,primary_6B,Unit 4,race,赛跑,38,43
W0747,primary_6B,Unit 2,read,（read 的过去式）读,17,22
W0748,primary_6B,Unit 3,rode,（ride 的过去式） took （take 的过去式）拍照,27,32
W0749,primary_6B,Unit 3,took pictures,照相,27,32
W0750,primary_6B,Unit 4,trip,绊倒,38,43
W0751,primary_6B,Unit 3,Turpan,吐鲁番,24,29
W0752,primary_6B,Unit 2,saw,（see 的过去式）看见,17,22
W0753,primary_6B,Unit 1,shadow,阴影；影子,8,13
W0754,primary_6B,Unit 1,washed,（wash 的过去式） shorter （short 的比较 级）更矮的；更短的,5,10
W0755,primary_6B,Unit 2,show,演出,14,19
W0756,primary_6B,Unit 2,watched,（watch 的过去式） slept （sleep 的过去式） 看,15,20
W0757,primary_6B,Unit 3,went,（go 的过去式）去,25,30
W0758,primary_6B,Unit 1,smaller,（small 的比较 went camping（尤指在假日） 级）更小的,7,12
W0759,primary_6B,Unit 3,smarter,（smart went fishing 去钓鱼,25,30
W0760,primary_6B,Unit 1,woke,（wake 的过去式） 的比较级）更聪明的,8,13
W0761,primary_6B,Unit 4,star,星 stay 暂住；逗留 p.18,34,39
W0762,primary_6B,Unit 2,stayed,（stay 的过去式） yesterday 昨天,17,22
W0763,primary_6B,Unit 1,stronger,（strong 的 younger （young 的比较 比较级）更强壮的,7,12
W0764,primary_6B,Unit 1,taller,（tall 的比较级） 更高的,5,10
W0765,primary_6B,Unit 1,than,比,4,9
W0766,primary_6B,Unit 1,thinner,（thin 的比较级） 更瘦的,7,12
W0767,primary_6B,Unit 4,thought,（think 的过去式） 想,38,43
W0768,primary_6B,Unit 3,till,直到,24,29
